rank,name,postcode,address,rating,reviewCount,removedRange,removedMin,removedMax,removedEstimate,deletionRatioPct,realRatingAdjusted,removedText,url
58,ATU Rheine,48429,,4,347,21–50,21,50,35.5,9.28,3.722,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/ATU+Rheine/data=!4m7!3m6!1s0x47b832b3afa14597:0x49a46e8be862a23d!8m2!3d52.28313!4d7.451102!16s%2Fg%2F1vn17lxw!19sChIJl0Whr7MyuEcRPaJi6ItupEk?authuser=0&hl=de&rclk=1
59,Kenko Sushi Rheine,48429,,4.6,346,21–50,21,50,35.5,9.31,4.265,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Kenko+Sushi+Rheine/data=!4m7!3m6!1s0x47b833fdd2e40f41:0x4660baba205d5a48!8m2!3d52.2833639!4d7.4535932!16s%2Fg%2F11h6sb817w!19sChIJQQ_k0v0zuEcRSFpdILq6YEY?authuser=0&hl=de&rclk=1
60,Istanbul Grill,49196,,4.6,344,21–50,21,50,35.5,9.35,4.263,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Istanbul+Grill/data=!4m7!3m6!1s0x47b98c898df64d61:0x26d9e591bcdccb40!8m2!3d52.039074!4d8.1446432!16s%2Fg%2F1ttq1628!19sChIJYU32jYmMuUcRQMvcvJHl2SY?authuser=0&hl=de&rclk=1
61,Bosporus Kebap,49176,,4.8,323,21–50,21,50,35.5,9.9,4.424,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Bosporus+Kebap/data=!4m7!3m6!1s0x47b9f3b14c834cc7:0xa0f932dcda56d6f5!8m2!3d52.1385996!4d8.146372!16s%2Fg%2F11g8k1lzf0!19sChIJx0yDTLHzuUcR9dZW2twy-aA?authuser=0&hl=de&rclk=1
62,Campingplatz Bullerby,49076,,3.4,320,21–50,21,50,35.5,9.99,3.16,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Campingplatz+Bullerby/data=!4m10!3m9!1s0x47b9e7b5012b4cfd:0x457834dcbbe97662!5m2!4m1!1i2!8m2!3d52.3003304!4d7.9411416!16s%2Fg%2F11fhkpmvy_!19sChIJ_UwrAbXnuUcRYnbpu9w0eEU?authuser=0&hl=de&rclk=1
63,Pizzeria Rialto,49134,,4.3,309,21–50,21,50,35.5,10.3,3.96,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Rialto/data=!4m7!3m6!1s0x47b9e473385e93d7:0x8ce3b195bac1f1d1!8m2!3d52.3372!4d8.06732!16s%2Fg%2F1ttdm2dr!19sChIJ15NeOHPkuUcR0fHBupWx44w?authuser=0&hl=de&rclk=1
64,Hotel Restaurant Einklang,48432,,4.6,306,21–50,21,50,35.5,10.4,4.226,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+Restaurant+Einklang/data=!4m10!3m9!1s0x47b9db76f0ebca81:0xb4b03f8354964764!5m2!4m1!1i2!8m2!3d52.3155961!4d7.7795997!16s%2Fg%2F1vs5vtl3!19sChIJgcrr8HbbuUcRZEeWVIM_sLQ?authuser=0&hl=de&rclk=1
65,X-Force Sports Club Nettebad,49074,,4.9,304,21–50,21,50,35.5,10.46,4.492,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/X-Force+Sports+Club+Nettebad/data=!4m7!3m6!1s0x47b9e44b0355abeb:0x7cf89a7ebf8dfb8f!8m2!3d52.3024359!4d8.0515858!16s%2Fg%2F1ptyvs38h!19sChIJ66tVA0vkuUcRj_uNv36a-Hw?authuser=0&hl=de&rclk=1
66,Autohaus Hartmann GmbH,48432,,4.8,303,21–50,21,50,35.5,10.49,4.401,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Autohaus+Hartmann+GmbH/data=!4m7!3m6!1s0x47b9cd63d7aa0295:0xe149f2255f008a3e!8m2!3d52.2914085!4d7.4924249!16s%2Fg%2F1v_s4_h3!19sChIJlQKq12PNuUcRPooAXyXySeE?authuser=0&hl=de&rclk=1
67,Imza ocakbaşı restaurant,49074,,4.1,278,21–50,21,50,35.5,11.32,3.749,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Imza+ocakba%C5%9F%C4%B1+restaurant/data=!4m7!3m6!1s0x47b9e50003b13d07:0xaff16ff91fb0ff62!8m2!3d52.2720788!4d8.0490333!16s%2Fg%2F11vysxpzyb!19sChIJBz2xAwDluUcRYv-wH_lv8a8?authuser=0&hl=de&rclk=1
68,Zappelarena Osnabrück - Am Wulfter Turm,49082,,4.8,269,21–50,21,50,35.5,11.66,4.357,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Zappelarena+Osnabr%C3%BCck+-+Am+Wulfter+Turm/data=!4m7!3m6!1s0x47b9ef2035fd3d1d:0xee64fa08b30a1f22!8m2!3d52.2425846!4d8.0378599!16s%2Fg%2F11v5d5jlnn!19sChIJHT39NSDvuUcRIh8Kswj6ZO4?authuser=0&hl=de&rclk=1
69,Unnewehr GmbH & Co. KG,49078,,4.4,268,21–50,21,50,35.5,11.7,4.002,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Unnewehr+GmbH+%26+Co.+KG/data=!4m7!3m6!1s0x47b9e601c9b127c3:0x1eabf4ece9e72717!8m2!3d52.2620264!4d8.002453!16s%2Fg%2F1tdh7k1n!19sChIJwyexyQHmuUcRFyfn6ez0qx4?authuser=0&hl=de&rclk=1
70,Lütkemeyer´s Gasthof,48432,,4.6,241,21–50,21,50,35.5,12.84,4.138,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/L%C3%BCtkemeyer%C2%B4s+Gasthof/data=!4m7!3m6!1s0x47b9d31d808ad917:0xd87e5895619abbe5!8m2!3d52.3361588!4d7.5074037!16s%2Fg%2F1vhq2tcv!19sChIJF9mKgB3TuUcR5buaYZVYftg?authuser=0&hl=de&rclk=1
71,Brinckwirth Hotel & Restaurant,48493,,4.8,230,21–50,21,50,35.5,13.37,4.292,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Brinckwirth+Hotel+%26+Restaurant/data=!4m10!3m9!1s0x47b839c050756587:0xd900cdbf08da0b2e!5m2!4m1!1i2!8m2!3d52.2044639!4d7.1878589!16s%2Fg%2F1vcq6pbp!19sChIJh2V1UMA5uEcRLgvaCL_NANk?authuser=0&hl=de&rclk=1
72,MEDIAN Parkklinik Bad Rothenfelde,49214,,4.5,199,21–50,21,50,35.5,15.14,3.97,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/MEDIAN+Parkklinik+Bad+Rothenfelde/data=!4m7!3m6!1s0x47b9f372b7e23291:0xc3ab88b37f02c67d!8m2!3d52.1126803!4d8.1589585!16s%2Fg%2F1v8kzq69!19sChIJkTLit3LzuUcRfcYCf7OIq8M?authuser=0&hl=de&rclk=1
73,Haus des Döners Ibbenbüren,48477,,4.7,187,21–50,21,50,35.5,15.96,4.11,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Haus+des+D%C3%B6ners+Ibbenb%C3%BCren/data=!4m7!3m6!1s0x47b9c50e5732b65b:0x8d0c9b979d4c509c!8m2!3d52.2786073!4d7.7156366!16s%2Fg%2F11wtw305wn!19sChIJW7YyVw7FuUcRnFBMnZebDI0?authuser=0&hl=de&rclk=1
74,Shilans Hairsalon,48429,,4.8,176,21–50,21,50,35.5,16.78,4.162,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Shilans+Hairsalon/data=!4m7!3m6!1s0x47b833bb9e98c255:0x2660065bab8015fc!8m2!3d52.2434787!4d7.3686058!16s%2Fg%2F11bzyqgncd!19sChIJVcKYnrszuEcR_BWAq1sGYCY?authuser=0&hl=de&rclk=1
75,Krimphoff & Schulte Mineralöl-Service und Logistik GmbH,48429,,4.4,169,21–50,21,50,35.5,17.36,3.81,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Krimphoff+%26+Schulte+Mineral%C3%B6l-Service+und+Logistik+GmbH/data=!4m7!3m6!1s0x47b82d6b3a930f8b:0x46f8bfad1ad41ff6!8m2!3d52.318484!4d7.433254!16s%2Fg%2F1tfcmd_f!19sChIJiw-TOmstuEcR9h_UGq2_-EY?authuser=0&hl=de&rclk=1
76,Griechisches Restaurant Eliá,49076,,4.8,141,21–50,21,50,35.5,20.11,4.036,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Griechisches+Restaurant+Eli%C3%A1/data=!4m7!3m6!1s0x47b9e721bb0d1855:0x41e1f4558ead6928!8m2!3d52.3017356!4d8.0040041!16s%2Fg%2F11wn2cwm08!19sChIJVRgNuyHnuUcRKGmtjlX04UE?authuser=0&hl=de&rclk=1
77,NEBO - Restaurant. Club. Bar.,49074,,4.8,138,21–50,21,50,35.5,20.46,4.022,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/NEBO+-+Restaurant.+Club.+Bar./data=!4m7!3m6!1s0x47b9e5bfdf2d3ca3:0x20b24b7d53669bc2!8m2!3d52.2886594!4d8.0297936!16s%2Fg%2F11wjcgsldh!19sChIJozwt37_luUcRwptmU31LsiA?authuser=0&hl=de&rclk=1
78,Haus Des Döners,48429,,4.3,136,21–50,21,50,35.5,20.7,3.617,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Haus+Des+D%C3%B6ners/data=!4m7!3m6!1s0x47b8333da7b9e223:0x33ab1382562daf87!8m2!3d52.278436!4d7.4361922!16s%2Fg%2F11m5kxtc9z!19sChIJI-K5pz0zuEcRh68tVoITqzM?authuser=0&hl=de&rclk=1
79,Pizza Ems,48480,,4.9,136,21–50,21,50,35.5,20.7,4.093,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizza+Ems/data=!4m7!3m6!1s0x47b9d52994f7a2ad:0x5341686402fd9d2f!8m2!3d52.3996508!4d7.5574789!16s%2Fg%2F11pg0kgz49!19sChIJraL3lCnVuUcRL539AmRoQVM?authuser=0&hl=de&rclk=1
80,Pizzeria Molino,49076,,4.8,118,21–50,21,50,35.5,23.13,3.921,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Molino/data=!4m7!3m6!1s0x47b9e558868ce6f9:0x4e750f09923c697!8m2!3d52.2546684!4d8.0978898!16s%2Fg%2F11bxb9yrlh!19sChIJ-eaMhljluUcRl8YjmfBQ5wQ?authuser=0&hl=de&rclk=1
81,Pizzeria Napoli Osnabrück,49074,,4.6,113,21–50,21,50,35.5,23.91,3.739,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzeria+Napoli+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e678578302eb:0x914d63a94f646ad1!8m2!3d52.2947336!4d8.0133413!16s%2Fg%2F1pp2v09jg!19sChIJ6wKDV3jmuUcR0WpkT6ljTZE?authuser=0&hl=de&rclk=1
82,Xsports Fitness Georgsmarienhütte,49124,,4.8,80,21–50,21,50,35.5,30.74,3.632,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Xsports+Fitness+Georgsmarienh%C3%BCtte/data=!4m7!3m6!1s0x47b9ef503defc07b:0x416fb06466d501b4!8m2!3d52.2070102!4d8.0672593!16s%2Fg%2F11vz53r7p6!19sChIJe8DvPVDvuUcRtAHVZmSwb0E?authuser=0&hl=de&rclk=1
83,AutoCenter Haster Mühle,49090,,4.4,56,21–50,21,50,35.5,38.8,3.081,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/AutoCenter+Haster+M%C3%BChle/data=!4m7!3m6!1s0x47b9e5a67aa7e967:0xe06e68720ed4515!8m2!3d52.2962128!4d8.0365637!16s%2Fg%2F11rncxbnpc!19sChIJZ-mneqbluUcRFUXtIIfmBg4?authuser=0&hl=de&rclk=1
84,Pizzakurier,48477,,4.7,47,21–50,21,50,35.5,43.03,3.108,21 bis 50 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Pizzakurier/data=!4m7!3m6!1s0x47b9dacaa34da499:0xc1fd3606e5d5e7b2!8m2!3d52.2816762!4d7.7056953!16s%2Fg%2F11c52r0kb7!19sChIJmaRNo8rauUcRsufV5QY2_cE?authuser=0&hl=de&rclk=1
85,Else am See,48499,,4.7,5964,11–20,11,20,15.5,0.26,4.69,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Else+am+See/data=!4m7!3m6!1s0x47b824e197bdb2cf:0x2b45dea312b87943!8m2!3d52.33838!4d7.222628!16s%2Fg%2F11bw6253c0!19sChIJz7K9l-EkuEcRQ3m4EqPeRSs?authuser=0&hl=de&rclk=1
86,Index,48432,,4.6,2422,11–20,11,20,15.5,0.64,4.577,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Index/data=!4m7!3m6!1s0x47b82f8a7de9a695:0x3c49682b1a4a30d0!8m2!3d52.3339198!4d7.2471072!16s%2Fg%2F1thgg2xq!19sChIJlabpfYovuEcR0DBKGitoSTw?authuser=0&hl=de&rclk=1
87,Weberhaus,49143,,4.7,1421,11–20,11,20,15.5,1.08,4.66,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Weberhaus/data=!4m7!3m6!1s0x47ba1d5a85f45d0b:0x2823e3333864c87b!8m2!3d52.225729!4d8.3436791!16s%2Fg%2F1v6wndzr!19sChIJC130hVodukcRe8hkODPjIyg?authuser=0&hl=de&rclk=1
88,Roadrunnerburger-Catering Foodtruck,49084,,4.9,1201,11–20,11,20,15.5,1.27,4.85,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Roadrunnerburger-Catering+Foodtruck/data=!4m7!3m6!1s0x47b9fbe13029ad91:0xa0f831689d2c6b34!8m2!3d52.2687136!4d8.1300994!16s%2Fg%2F11mvzy7wqh!19sChIJka0pMOH7uUcRNGssnWgx-KA?authuser=0&hl=de&rclk=1
89,Volkswagen Zentrum Osnabrück GmbH & Co. KG STARKE Automobilgruppe,49078,,4.7,1111,11–20,11,20,15.5,1.38,4.649,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Volkswagen+Zentrum+Osnabr%C3%BCck+GmbH+%26+Co.+KG+STARKE+Automobilgruppe/data=!4m7!3m6!1s0x47b9e5fe65e8791d:0x8b46db102b9a4171!8m2!3d52.2644737!4d8.0098955!16s%2Fg%2F1hc5tlrmw!19sChIJHXnoZf7luUcRcUGaKxDbRos?authuser=0&hl=de&rclk=1
90,beneFit Fitnessstudio Osnabrück Hafen,49074,,4.6,972,11–20,11,20,15.5,1.57,4.543,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/beneFit+Fitnessstudio+Osnabr%C3%BCck+Hafen/data=!4m7!3m6!1s0x47b9e5d6351c08af:0xd8eab0176eff1fe6!8m2!3d52.2948313!4d8.0175409!16s%2Fg%2F1tg6jn7y!19sChIJrwgcNdbluUcR5h__bhew6tg?authuser=0&hl=de&rclk=1
91,coffee perfect GmbH,49090,,4.7,928,11–20,11,20,15.5,1.64,4.639,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/coffee+perfect+GmbH/data=!4m7!3m6!1s0x47b9e5cd953ce3c5:0x1225f9e71dbe7c83!8m2!3d52.2983663!4d8.0291457!16s%2Fg%2F11bwn48m4b!19sChIJxeM8lc3luUcRg3y-Hef5JRI?authuser=0&hl=de&rclk=1
92,ICHIBAN Sushi,49074,,4.2,852,11–20,11,20,15.5,1.79,4.143,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/ICHIBAN+Sushi/data=!4m7!3m6!1s0x47b9e5944a3d8ff5:0x5cd53dd14944611c!8m2!3d52.2763611!4d8.0438465!16s%2Fg%2F11f3xgvgjp!19sChIJ9Y89SpTluUcRHGFESdE91Vw?authuser=0&hl=de&rclk=1
93,Vegas Bowling Osnabrück (am HBF),49074,,4.5,710,11–20,11,20,15.5,2.14,4.425,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Vegas+Bowling+Osnabr%C3%BCck+%28am+HBF%29/data=!4m7!3m6!1s0x47b9e59c08f93b23:0x9cc59dd344d53ae3!8m2!3d52.2722482!4d8.0588832!16s%2Fg%2F11dxdsjypy!19sChIJIzv5CJzluUcR4zrVRNOdxZw?authuser=0&hl=de&rclk=1
94,Reisemobile Brüggemann GmbH,48432,,4.6,630,11–20,11,20,15.5,2.4,4.514,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Reisemobile+Br%C3%BCggemann+GmbH/data=!4m7!3m6!1s0x47b9ccec16af730d:0x1c0caeb89a272140!8m2!3d52.2349668!4d7.4760088!16s%2Fg%2F11bxb9y2dp!19sChIJDXOvFuzMuUcRQCEnmriuDBw?authuser=0&hl=de&rclk=1
95,Restaurant Olive Osnabrück,49078,,4.5,590,11–20,11,20,15.5,2.56,4.41,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Restaurant+Olive+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e5f0d43c22cb:0xb61b85b5036ab9e0!8m2!3d52.2759908!4d8.0480167!16s%2Fg%2F11v7152z_j!19sChIJyyI81PDluUcR4LlqA7WFG7Y?authuser=0&hl=de&rclk=1
96,Hotel zur Post,48429,,4.6,495,11–20,11,20,15.5,3.04,4.491,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+zur+Post/data=!4m10!3m9!1s0x47b836a89e4eaf5b:0xefa6f5a580689aed!5m2!4m1!1i2!8m2!3d52.209204!4d7.319588!16s%2Fg%2F1v3_1rrc!19sChIJW69Onqg2uEcR7ZpogKX1pu8?authuser=0&hl=de&rclk=1
97,Hotel zur Post,48429,,4.6,495,11–20,11,20,15.5,3.04,4.491,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+zur+Post/data=!4m10!3m9!1s0x47b836a89e1f7fcb:0xefa6f5a580689aed!5m2!4m1!1i2!8m2!3d52.2092038!4d7.319588!16s%2Fg%2F1v3_1rrc!19sChIJy38fnqg2uEcR7ZpogKX1pu8?authuser=0&hl=de&rclk=1
98,Royal Garden,49086,,4.6,477,11–20,11,20,15.5,3.15,4.487,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Royal+Garden/data=!4m10!3m9!1s0x47b9ec494628a6c3:0x6e9865ca00187abc!5m2!4m1!1i2!8m2!3d52.1480556!4d8.0208334!16s%2Fg%2F1tp1xxt9!19sChIJw6YoRknsuUcRvHoYAMplmG4?authuser=0&hl=de&rclk=1
99,Eismanufaktur Rizzi,49170,,4.1,441,11–20,11,20,15.5,3.4,3.995,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Eismanufaktur+Rizzi/data=!4m7!3m6!1s0x47b9e94a1cc71dd7:0xb93af5a020390863!8m2!3d52.1972935!4d7.9810952!16s%2Fg%2F1tn009_g!19sChIJ1x3HHErpuUcRYwg5IKD1Ork?authuser=0&hl=de&rclk=1
100,Escape Room Osnabrück,49124,,4.9,347,11–20,11,20,15.5,4.28,4.733,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Escape+Room+Osnabr%C3%BCck/data=!4m7!3m6!1s0x47b9e57c8c0e7fa1:0x1f650a31b56b64ca!8m2!3d52.2594276!4d8.069544!16s%2Fg%2F11f359dyyy!19sChIJoX8OjHzluUcRymRrtTEKZR8?authuser=0&hl=de&rclk=1
101,Autohaus Prange GmbH,49176,,4.8,344,11–20,11,20,15.5,4.31,4.636,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Autohaus+Prange+GmbH/data=!4m7!3m6!1s0x47b9f19ccfc0a3f1:0x84f0fa34e2429639!8m2!3d52.1770105!4d8.1448562!16s%2Fg%2F1tct7txh!19sChIJ8aPAz5zxuUcROZZC4jT68IQ?authuser=0&hl=de&rclk=1
102,Rezan Döner,49152,,4.8,329,11–20,11,20,15.5,4.5,4.629,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Rezan+D%C3%B6ner/data=!4m7!3m6!1s0x47b9ffa012f1c73b:0x673d60bd29cfaa7d!8m2!3d52.3696784!4d8.3143891!16s%2Fg%2F11j0hs6k80!19sChIJO8fxEqD_uUcRfarPKb1gPWc?authuser=0&hl=de&rclk=1
103,Tivolino Sportsbar | Billard & Darts,48477,,4.7,327,11–20,11,20,15.5,4.53,4.533,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Tivolino+Sportsbar+%7C+Billard+%26+Darts/data=!4m7!3m6!1s0x47b9c524e699f935:0x917ed8c1e1cce50e!8m2!3d52.2663889!4d7.7166667!16s%2Fg%2F1tfl8rr9!19sChIJNfmZ5iTFuUcRDuXM4cHYfpE?authuser=0&hl=de&rclk=1
104,Restaurant Nostima,49143,,4.8,326,11–20,11,20,15.5,4.54,4.628,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Restaurant+Nostima/data=!4m7!3m6!1s0x47b9fbfd2c6f3ebb:0xc81e4853096d1599!8m2!3d52.2773982!4d8.1913899!16s%2Fg%2F11j83t5pnk!19sChIJuz5vLP37uUcRmRVtCVNIHsg?authuser=0&hl=de&rclk=1
105,Minigolf Nettetal GbR,49134,,4.7,297,11–20,11,20,15.5,4.96,4.516,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Minigolf+Nettetal+GbR/data=!4m7!3m6!1s0x47b9e46201f41237:0x4a9aea2173a599bd!8m2!3d52.323998!4d8.080558!16s%2Fg%2F1tfdckgt!19sChIJNxL0AWLkuUcRvZmlcyHqmko?authuser=0&hl=de&rclk=1
106,Gaststätte Anno 1900,49176,,4.7,267,11–20,11,20,15.5,5.49,4.497,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Gastst%C3%A4tte+Anno+1900/data=!4m7!3m6!1s0x47b9f36d902e5b79:0x5c1313281648ff8e!8m2!3d52.1101456!4d8.1622563!16s%2Fg%2F1tmxvpq4!19sChIJeVsukG3zuUcRjv9IFigTE1w?authuser=0&hl=de&rclk=1
107,Anmol - Indisches Restaurant & Bar,49134,,4.8,261,11–20,11,20,15.5,5.61,4.587,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Anmol+-+Indisches+Restaurant+%26+Bar/data=!4m7!3m6!1s0x47b9e789c967e675:0x71decc8f03872c77!8m2!3d52.3459534!4d7.9728821!16s%2Fg%2F11hytgwn_v!19sChIJdeZnyYnnuUcRdyyHA4_M3nE?authuser=0&hl=de&rclk=1
108,Piccolino,49143,,4.6,247,11–20,11,20,15.5,5.9,4.387,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Piccolino/data=!4m7!3m6!1s0x47b9f78424a9570f:0x6fc7d10273519d4e!8m2!3d52.235775!4d8.2825811!16s%2Fg%2F1tx463zl!19sChIJD1epJIT3uUcRTp1RcwLRx28?authuser=0&hl=de&rclk=1
109,Hotel im Park,49086,,4.3,223,11–20,11,20,15.5,6.5,4.086,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+im+Park/data=!4m10!3m9!1s0x47b9edcdf4125649:0x9bc567c5772720d!5m2!4m1!1i2!8m2!3d52.1619186!4d8.0385847!16s%2Fg%2F1tnqg2fx!19sChIJSVYS9M3tuUcRDXJyV3xWvAk?authuser=0&hl=de&rclk=1
110,Hotel im Park,49186,,4.3,223,11–20,11,20,15.5,6.5,4.086,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Hotel+im+Park/data=!4m10!3m9!1s0x47b9edcdf4c5bb43:0x9bc567c5772720d!5m2!4m1!1i2!8m2!3d52.161919!4d8.038585!16s%2Fg%2F1tnqg2fx!19sChIJQ7vF9M3tuUcRDXJyV3xWvAk?authuser=0&hl=de&rclk=1
111,Katashi Ramen,48429,,4.9,207,11–20,11,20,15.5,6.97,4.628,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Katashi+Ramen/data=!4m7!3m6!1s0x47b832b6ebbe50e3:0x75f8c55ee5424b91!8m2!3d52.2797783!4d7.4451557!16s%2Fg%2F11n6ym3rhf!19sChIJ41C-67YyuEcRkUtC5V7F-HU?authuser=0&hl=de&rclk=1
112,Dock 49 Eventlocation,49088,,4.7,194,11–20,11,20,15.5,7.4,4.426,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/Dock+49+Eventlocation/data=!4m7!3m6!1s0x47b9e5b076249285:0xda0651e8556573ea!8m2!3d52.2969406!4d8.0268245!16s%2Fg%2F11fpfthc0n!19sChIJhZIkdrDluUcR6nNlVehRBto?authuser=0&hl=de&rclk=1
113,Dümmerkrug-Hotel - Julius Kuhlmann,49163,,4.8,193,11–20,11,20,15.5,7.43,4.518,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/D%C3%BCmmerkrug-Hotel+-+Julius+Kuhlmann/data=!4m10!3m9!1s0x47b75173a5fa84d3:0x3ccef111ae50c2ea!5m2!4m1!1i2!8m2!3d52.5341667!4d8.2888888!16s%2Fg%2F1trxjbq7!19sChIJ04T6pXNRt0cR6sJQrhHxzjw?authuser=0&hl=de&rclk=1
114,die 2radprofis e.K.,49086,,4.9,158,11–20,11,20,15.5,8.93,4.552,11 bis 20 Bewertungen aufgrund von Beschwerden wegen Diffamierung entfernt.,https://www.google.com/maps/place/die+2radprofis+e.K./data=!4m7!3m6!1s0x47b9e4d1a4dbb711:0x139a227208bbee9e!8m2!3d52.2906326!4d8.0951321!16s%2Fg%2F1v1tm5fy!19sChIJEbfbpNHkuUcRnu67CHIimhM?authuser=0&hl=de&rclk=1
